ScenarioName,Variant-1,Variant-2,ScenarioYear,Location_from_at,Location_to,Input,Output,Category,VariableContext,VariableName,Value,unit,start of timeindex,end of timeindex,resolution of timeindex,Source,Method,Comment,tags,userdefined data
BASE,HIGH,,2020,CH,,,,Socio-economic,,labour_force,4.24,Million,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2030,CH,,,,Socio-economic,,labour_force,4.75,Million,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2040,CH,,,,Socio-economic,,labour_force,5.14,Million,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2050,CH,,,,Socio-economic,,labour_force,5.44,Million,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2020,CH,,,,Socio-economic,,labour_force,4.24,Million,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2030,CH,,,,Socio-economic,,labour_force,4.53,Million,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2040,CH,,,,Socio-economic,,labour_force,4.55,Million,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2050,CH,,,,Socio-economic,,labour_force,4.45,Million,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Socio-economic,,labour_force,4.24,Million,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2030,CH,,,,Socio-economic,,labour_force,4.64,Million,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2040,CH,,,,Socio-economic,,labour_force,4.85,Million,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2050,CH,,,,Socio-economic,,labour_force,4.96,Million,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2020,CH,,,,Socio-economic,,gdp,703.57,BCHF2017,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2030,CH,,,,Socio-economic,,gdp,895.70,BCHF2017,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2040,CH,,,,Socio-economic,,gdp,1093.74,BCHF2017,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2050,CH,,,,Socio-economic,,gdp,1305.28,BCHF2017,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2020,CH,,,,Socio-economic,,gdp,703.57,BCHF2017,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2030,CH,,,,Socio-economic,,gdp,854.44,BCHF2017,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2040,CH,,,,Socio-economic,,gdp,967.63,BCHF2017,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2050,CH,,,,Socio-economic,,gdp,1068.03,BCHF2017,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Socio-economic,,gdp,703.57,BCHF2017,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2030,CH,,,,Socio-economic,,gdp,875.02,BCHF2017,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2040,CH,,,,Socio-economic,,gdp,1032.38,BCHF2017,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2050,CH,,,,Socio-economic,,gdp,1190.61,BCHF2017,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,RCP2.6,,2020,CH,,,,Climate,,HDD,3351.04,degree days,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,RCP2.6,,2030,CH,,,,Climate,,HDD,3296.37,degree days,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,RCP2.6,,2040,CH,,,,Climate,,HDD,3248.65,degree days,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,RCP2.6,,2050,CH,,,,Climate,,HDD,3219.33,degree days,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,RCP2.6,,2060,CH,,,,Climate,,HDD,3200.44,degree days,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,RCP4.5,,2020,CH,,,,Climate,,HDD,3350.20,degree days,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,RCP4.5,,2030,CH,,,,Climate,,HDD,3255.21,degree days,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,RCP4.5,,2040,CH,,,,Climate,,HDD,3166.09,degree days,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,RCP4.5,,2050,CH,,,,Climate,,HDD,3080.89,degree days,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,RCP4.5,,2060,CH,,,,Climate,,HDD,3010.38,degree days,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,RCP8.5,,2020,CH,,,,Climate,,HDD,3353.34,degree days,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,RCP8.5,,2030,CH,,,,Climate,,HDD,3254.44,degree days,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,RCP8.5,,2040,CH,,,,Climate,,HDD,3141.57,degree days,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,RCP8.5,,2050,CH,,,,Climate,,HDD,2993.73,degree days,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,RCP8.5,,2060,CH,,,,Climate,,HDD,2867.87,degree days,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2020,CH,,,,Demand,commercial|electric_appliances,final_demand,14.45,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2030,CH,,,,Demand,commercial|electric_appliances,final_demand,14.34,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2040,CH,,,,Demand,commercial|electric_appliances,final_demand,14.51,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2050,CH,,,,Demand,commercial|electric_appliances,final_demand,14.62,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2020,CH,,,,Demand,commercial|electric_appliances,final_demand,14.45,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2030,CH,,,,Demand,commercial|electric_appliances,final_demand,13.68,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2040,CH,,,,Demand,commercial|electric_appliances,final_demand,12.84,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2050,CH,,,,Demand,commercial|electric_appliances,final_demand,11.96,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Demand,commercial|electric_appliances,final_demand,14.45,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2030,CH,,,,Demand,commercial|electric_appliances,final_demand,14.01,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2040,CH,,,,Demand,commercial|electric_appliances,final_demand,13.70,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2050,CH,,,,Demand,commercial|electric_appliances,final_demand,13.33,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2020,CH,,,,Demand,industrial|electric_appliances,final_demand,13.44,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2030,CH,,,,Demand,industrial|electric_appliances,final_demand,13.49,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2040,CH,,,,Demand,industrial|electric_appliances,final_demand,13.71,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2050,CH,,,,Demand,industrial|electric_appliances,final_demand,13.96,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2020,CH,,,,Demand,industrial|electric_appliances,final_demand,13.44,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2030,CH,,,,Demand,industrial|electric_appliances,final_demand,12.86,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2040,CH,,,,Demand,industrial|electric_appliances,final_demand,12.13,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2050,CH,,,,Demand,industrial|electric_appliances,final_demand,11.42,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Demand,industrial|electric_appliances,final_demand,13.44,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2030,CH,,,,Demand,industrial|electric_appliances,final_demand,13.17,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2040,CH,,,,Demand,industrial|electric_appliances,final_demand,12.94,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2050,CH,,,,Demand,industrial|electric_appliances,final_demand,12.73,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2020,CH,,,,Demand,residential|electric_appliances,final_demand,12.64,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2030,CH,,,,Demand,residential|electric_appliances,final_demand,12.00,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2040,CH,,,,Demand,residential|electric_appliances,final_demand,11.77,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,HIGH,,2050,CH,,,,Demand,residential|electric_appliances,final_demand,11.67,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2020,CH,,,,Demand,residential|electric_appliances,final_demand,12.64,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2030,CH,,,,Demand,residential|electric_appliances,final_demand,11.39,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2040,CH,,,,Demand,residential|electric_appliances,final_demand,10.38,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,LOW,,2050,CH,,,,Demand,residential|electric_appliances,final_demand,9.60,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Demand,residential|electric_appliances,final_demand,12.64,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2030,CH,,,,Demand,residential|electric_appliances,final_demand,11.70,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2040,CH,,,,Demand,residential|electric_appliances,final_demand,11.07,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2050,CH,,,,Demand,residential|electric_appliances,final_demand,10.63,TWh/year,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Demand,residential|building|mfh|<1920,energy_reference_area,37.71,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2030,CH,,,,Demand,residential|building|mfh|<1920,energy_reference_area,37.54,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2040,CH,,,,Demand,residential|building|mfh|<1920,energy_reference_area,37.20,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2050,CH,,,,Demand,residential|building|mfh|<1920,energy_reference_area,36.57,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2060,CH,,,,Demand,residential|building|mfh|<1920,energy_reference_area,35.44,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Demand,residential|building|mfh|1920-1945,energy_reference_area,21.78,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2030,CH,,,,Demand,residential|building|mfh|1920-1945,energy_reference_area,21.74,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2040,CH,,,,Demand,residential|building|mfh|1920-1945,energy_reference_area,21.63,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2050,CH,,,,Demand,residential|building|mfh|1920-1945,energy_reference_area,21.40,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2060,CH,,,,Demand,residential|building|mfh|1920-1945,energy_reference_area,20.90,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Demand,residential|building|mfh|1946-1960,energy_reference_area,27.93,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2030,CH,,,,Demand,residential|building|mfh|1946-1960,energy_reference_area,27.80,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2040,CH,,,,Demand,residential|building|mfh|1946-1960,energy_reference_area,27.28,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2050,CH,,,,Demand,residential|building|mfh|1946-1960,energy_reference_area,25.54,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2060,CH,,,,Demand,residential|building|mfh|1946-1960,energy_reference_area,20.84,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Demand,residential|building|mfh|1961-1970,energy_reference_area,37.84,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2030,CH,,,,Demand,residential|building|mfh|1961-1970,energy_reference_area,37.78,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2040,CH,,,,Demand,residential|building|mfh|1961-1970,energy_reference_area,37.50,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2050,CH,,,,Demand,residential|building|mfh|1961-1970,energy_reference_area,36.28,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2060,CH,,,,Demand,residential|building|mfh|1961-1970,energy_reference_area,32.20,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Demand,residential|building|mfh|1971-1980,energy_reference_area,34.10,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2030,CH,,,,Demand,residential|building|mfh|1971-1980,energy_reference_area,34.09,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2040,CH,,,,Demand,residential|building|mfh|1971-1980,energy_reference_area,33.99,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2050,CH,,,,Demand,residential|building|mfh|1971-1980,energy_reference_area,33.49,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2060,CH,,,,Demand,residential|building|mfh|1971-1980,energy_reference_area,31.39,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Demand,residential|building|mfh|1981-1990,energy_reference_area,27.64,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2030,CH,,,,Demand,residential|building|mfh|1981-1990,energy_reference_area,27.64,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2040,CH,,,,Demand,residential|building|mfh|1981-1990,energy_reference_area,27.61,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2050,CH,,,,Demand,residential|building|mfh|1981-1990,energy_reference_area,27.44,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2060,CH,,,,Demand,residential|building|mfh|1981-1990,energy_reference_area,26.53,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Demand,residential|building|mfh|1991-2000,energy_reference_area,25.68,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2030,CH,,,,Demand,residential|building|mfh|1991-2000,energy_reference_area,25.68,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2040,CH,,,,Demand,residential|building|mfh|1991-2000,energy_reference_area,25.68,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2050,CH,,,,Demand,residential|building|mfh|1991-2000,energy_reference_area,25.62,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2060,CH,,,,Demand,residential|building|mfh|1991-2000,energy_reference_area,25.22,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Demand,residential|building|mfh|2001-2010,energy_reference_area,30.33,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2030,CH,,,,Demand,residential|building|mfh|2001-2010,energy_reference_area,30.33,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2040,CH,,,,Demand,residential|building|mfh|2001-2010,energy_reference_area,30.33,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2050,CH,,,,Demand,residential|building|mfh|2001-2010,energy_reference_area,30.32,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2060,CH,,,,Demand,residential|building|mfh|2001-2010,energy_reference_area,30.17,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Demand,residential|building|mfh|2011-2017,energy_reference_area,25.31,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2030,CH,,,,Demand,residential|building|mfh|2011-2017,energy_reference_area,25.31,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2040,CH,,,,Demand,residential|building|mfh|2011-2017,energy_reference_area,25.31,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2050,CH,,,,Demand,residential|building|mfh|2011-2017,energy_reference_area,25.31,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2060,CH,,,,Demand,residential|building|mfh|2011-2017,energy_reference_area,25.28,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Demand,residential|building|mfh|>2017,energy_reference_area,5.34,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2030,CH,,,,Demand,residential|building|mfh|>2017,energy_reference_area,50.36,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2040,CH,,,,Demand,residential|building|mfh|>2017,energy_reference_area,80.23,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2050,CH,,,,Demand,residential|building|mfh|>2017,energy_reference_area,109.04,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2060,CH,,,,Demand,residential|building|mfh|>2017,energy_reference_area,143.97,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Demand,residential|building|sfh|<1920,energy_reference_area,41.42,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2030,CH,,,,Demand,residential|building|sfh|<1920,energy_reference_area,39.58,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2040,CH,,,,Demand,residential|building|sfh|<1920,energy_reference_area,37.30,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2050,CH,,,,Demand,residential|building|sfh|<1920,energy_reference_area,34.59,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2060,CH,,,,Demand,residential|building|sfh|<1920,energy_reference_area,31.47,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Demand,residential|building|sfh|1920-1945,energy_reference_area,21.76,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2030,CH,,,,Demand,residential|building|sfh|1920-1945,energy_reference_area,20.55,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2040,CH,,,,Demand,residential|building|sfh|1920-1945,energy_reference_area,18.96,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2050,CH,,,,Demand,residential|building|sfh|1920-1945,energy_reference_area,16.98,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2060,CH,,,,Demand,residential|building|sfh|1920-1945,energy_reference_area,14.65,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
BASE,REF,,2020,CH,,,,Demand,residential|building|sfh|1946-1960,energy_reference_area,20.65,Mm2,,,,"CROSS Scenarios and Drivers Definition, Version: CROSS-v2025-06",,,,
